spu_id	Orthogroup	family_member	common_name	synonyms	best_genbank_hit
8098	SPU_018113	OG0000870	hot_dog superfamily	Them4	thioesterase superfamily member 4; C-terminal modulator protein	EAW53400.1
8099	SPU_018117	OG0002631	DnaJ superfamily, thioredoxin-like superfamily	Dnajc16	DnaJ (Hsp40) homolog, subfamily C, member 16; KIAA0962 protein	CAI22371.1
8100	SPU_018119	OG0005723	TBP_TLF superfamily	Tbpl1	TATA box binding protein-like 1; TBP-like 1	NP_035733.1
8101	SPU_018120	OG0004574	BAR superfamily, PH-like superfamily	Acap2_1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2-1; centaurin, beta 2-1	EAW78028.1
8102	SPU_018123	OG0005027	NA	Trit1l	tRNA isopentenyltransferase 1	NP_060116 
8103	SPU_018124	OG0003590	NA	Hypp_2370	hypothetical protein-2370	EEN49612.1
8104	SPU_018125	OG0007621	NA	Fbxo32	F-box only protein 32	EAW92040.1
8105	SPU_018126	OG0007463	homeobox-TALE	Tgif	TGFB-induced factor homeobox	NP_001158452
8106	SPU_018131	OG0009271	NA	NA	NA	NA
8107	SPU_018132	OG0000527	NA	Fdxr	NADPH:adrenodoxin oxidoreductase, mitochondrial precursor (Adrenodoxin reductase) (AR) (Ferredoxin--NADP(+) reductase)	3041656
8108	SPU_018133	OG0000554	DUF1682 superfamily	Evc2L	limbin-like; EVC protein-like; Ellis van Creveld syndrome 2 (limbin)	EAW82413.1
8109	SPU_018137	OG0001518	caspase	CspeN1b	NA	NA
8110	SPU_018139	OG0000505	Ntn_hydrolase superfamily	Psmb1	proteasome (prosome, macropain) subunit, beta type 1; component C5 of proteasome	NP_035315.1
8111	SPU_018140	OG0006430	NA	NA	NA	NA
8112	SPU_018142	OG0005917	TRP	Trpm3L	transient receptor potential cation channel subfamily M member 3-like, Trpm3_3	
8113	SPU_018145	OG0004364	NA	Hypp_2371	hypothetical protein-2371; peroxisome biogenesis factor 1-like	AAH72751.1
8114	SPU_018146	OG0011798	ribsosmal protein L7Ae/L30e/S12e/GADD45	Rpp38	ribonuclease P/MRP 38kDa subunit	NA
8115	SPU_018147	OG0000072	Inhibitor_I9 superfamily, peptidase_S8 superfamily	Slsp_5	subtilisin-like serine protease (bacterial)-like-5	EEJ87247.1
8116	SPU_018148	OG0001048	NA	NA	NA	NA
8117	SPU_018149	OG0008168	pseudoU_synthase superfamily	Rpusd1	RNA pseudouridylate synthase domain containing 1	EDL22440.1
8118	SPU_018151	OG0012533	CUB superfamily	Hypp_2372	hypothetical protein-2372; tolloid-like 2-like	NP_001071840.1
8119	SPU_018152	OG0003739	NA	NA	NA	NA
8120	SPU_018153	OG0000087	adhesion receptor	Fn3/Egf_3	NA	NP_115822.1
8121	SPU_018155	OG0008477	adhesion protein	Vwd/Egff_2	NA	NA
8122	SPU_018162	OG0007259	NA	Med30	mediator complex subunit 30	NP_081488.1
8123	SPU_018163	OG0003652	NA	Ap1s2	adaptor-related protein complex 1 sigma 2 subunit 	NP_003907 
8124	SPU_018165	OG0001049	NA	Hypp_2373	hypothetical protein-2373; tumor-suppressing subchromosomal transferable fragment 4-like	XP_001957783.1
8125	SPU_018166	OG0012613	NA	Slco4a1_11	Solute carrier organic anion transporter family member 4A1 (Solute carrier family 21 member 12) (Sodium-independent organic anion transporter E) (Organic anion transporting polypeptide E) (OATP-E)	27734552
8126	SPU_018168	OG0000796	NA	Sarmr9	Sarm-related 9	NA
8127	SPU_018169	OG0002072	NA	Cntnap4L_2	contactin associated protein-like 4-like-2	NP_207837.2
8128	SPU_018171	OG0007216	ADAM	Adam17L1	a disintegrin and metallopeptidase domain 17-like, Adam17L2	XP_011683752
8129	SPU_018172	OG0000379	NA	Utp14A_1	UTP14, U3 small nucleolar ribonucleoprotein, homolog A	NP_006640
8130	SPU_018174	OG0010035	DUF1167 superfamily	Cep57	centrosomal protein 57kDa; centrosomal protein 57	EDL78487.1
8131	SPU_018177	OG0012780	NA	Bbox1_6	Gamma-butyrobetaine dioxygenase (Gamma-butyrobetaine,2-oxoglutarate dioxygenase) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH)	5915798
8132	SPU_018181	OG0008082	NA	NA	NA	NA
8133	SPU_018184	OG0010398	NA	Parp1	Poly [ADP-ribose] polymerase 1	P11103 
8134	SPU_018185	OG0001116	Lung-7TM GPCR superfamily	Tmem87a	transmembrane protein 87A	EAW92540.1
8135	SPU_018187	OG0004020	MOSC_N superfamily, MOSC superfamily	Mosc2	MOCO sulphurase C-terminal domain containing 2	EDL13079.1
8136	SPU_018189	OG0001724	ankyrin superfamily, GH20_hexosaminidase superfamily	Hypp_90	hypothetical protein-90; glycoside hydrolase family protein-like	XP_002237538.1
8137	SPU_018190	OG0012285	7TM GPCR_1 superfamily	NmbrL_3	neuromedin B receptor-like-3	CAH70473.1
8138	SPU_018191	OG0010226	NA	Mapkkk9_1	mitogen activated protein kinase kinase kinase 9, MAP3K9	NP_149132
8139	SPU_018192	OG0005583	TPR superfamily	Ttc13	tetratricopeptide repeat domain 13	NP_078801.3
8140	SPU_018193	OG0003955	NA	Sipp1	Hsp70/Hsp90-organizing protein	AAB94760
8141	SPU_018194	OG0005862	pseudoU_synthase superfamily	Pus10	pseudouridylate synthase 10	AAI01707.1
8142	SPU_018195	OG0008414	Ras superfamily, ARF family	Arfl5	Similiar to ADP-Ribosylation Factor	DARPCAPF1
8143	SPU_018198	OG0004425	NA	Lystr	NA	NP_445970
8144	SPU_018199	OG0010385	cyclin	CycK	cyclin K, Ccnk, cyclin K, SpCCNK, CycK_1	XP_001607256
8145	SPU_018203	OG0004995	P_loop_NTPase superfamily	Ddx55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	NP_001120242.1
8146	SPU_018204	OG0005911	acetylcholine receptor family 	Nacha3	nicotinic acetylcholine receptor alpha 3	AAH00513.1
8147	SPU_018205	OG0009772	WD40 superfamily	Lrwd1	leucine-rich repeats and WD repeat domain containing 1	AAH30547.1
8148	SPU_018207	OG0001346	HECTc superfamily	Ube3a	ubiquitin protein ligase E3A	XP_002930225
8149	SPU_018208	OG0002539	NF-X1 zinc finger 	Nfxl1	nuclear transcription factor, X-box binding-like 1	XP_005090830
8150	SPU_018209	OG0008176	RhoGAP	Hmha1	Minor histocompatibility antigen HA1, HLA-HA1	BC053750
8151	SPU_018210	OG0001899	EPT_RTPC-like superfamily	RcL1	RNA terminal phosphate cyclase-like 1	AAH01025.1
8152	SPU_018216	OG0002554	NA	Tmem47	transmembrane protein 47	BAE21843.1
8153	SPU_018217	OG0000461	ZZ superfamily, MIB_HERC2 superfamily, ankyrin superfamily	MibL3_1	mindbomb-like, Mib1/2-like, Mib2_8	
8154	SPU_018218	OG0009523	RRM superfamily	Myef2	myelin basic protein expression factor 2, repressor	BAC33325.1
8155	SPU_018219	OG0001684	NA	Hnrph1	heterogeneous nuclear ribonucleoprotein H1	NP_005511
8156	SPU_018220	OG0001462	PMSR superfamily	MsrL	methionine sulfoxide reductase (Drosophila)-like	NP_524085.2
8157	SPU_018221	OG0002514	KH-I superfamily, SAM superfamily	Bicc1	bicaudal C homolog 1 (Drosophila)	NP_113574.1
8158	SPU_018222	OG0005775	NA	Slc16a7L	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)-like	ACD13851.1
8159	SPU_018224	OG0006134	Pyr_redox superfamily	Sarox_1	sarcosine oxidase (bacterial)-1	ACM27058.1
8160	SPU_018227	OG0002925	7TM GPCR_1 superfamily	Oprk1L_7	opioid receptor, kappa 1-like-7	AAI19027.1
8161	SPU_018233	OG0006543	TPR superfamily	Ttc26	tetratricopeptide repeat domain 26	EAL24039.1
8162	SPU_018234	OG0003193	NA	Nsun2	NOL1/NOP2/Sun domain family member 2	AAH25549.1
8163	SPU_018237	OG0001637	toll receptor-like	TlrL_9	NA	NA
8164	SPU_018238	OG0001233	toll receptor-like	TlrL_11	NA	NA
8165	SPU_018241	OG0000755	MFS superfamily	Slc16a14L_5	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)-like-5	EDL02187.1
8166	SPU_018243	OG0005392	NA	Dnl4	ligase IV, DNA, ATP-dependent	 NP_795927 
8167	SPU_018248	OG0012670	Transforming growth factor beta	Maverick	maverick (mav)-like, GDF2, Bmp9	AIF71192.1
8168	SPU_018249	OG0012571	NA	St8sia_2	alpha-2,8-sialyltransferase	64966484
8169	SPU_018250	OG0004000	NA	St8sia4_4	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyl transferase (Alpha-2,8-sialyltransferase 8D) (ST8Sia IV) (Polysialyltransferase-1)	2494835
8170	SPU_018251	OG0007380	NA	Acat1_1	Acetyl-CoA acetyltransferase, mitochondrial precursor (Acetoacetyl-CoA thiolase)	52000828
8171	SPU_018254	OG0004519	NA	LancL	LanC (bacterial lantibiotic synthetase component C)-like 2	19526936
8172	SPU_018255	OG0000826	LIM superfamily	Hypp_912	hypothetical protein-912	XP_001747011.1
8173	SPU_018256	OG0004148	Glutaredoxin	Grxcr1L	glutaredoxin, cysteine rich 1-like (partial)	XP_785406
8174	SPU_018260	OG0004898	NA	Hypp_2376	hypothetical protein-2376	NA
8175	SPU_018261	OG0004334	NA	NA	NA	NA
8176	SPU_018267	OG0011273	NA	NA	NA	NA
8177	SPU_018270	OG0008041	NA	Acss1	Acetyl-coenzyme A synthetase 2-like, mitochondrial precursor (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2)	30172937
8178	SPU_018271	OG0007925	NA	Ccs	Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone)	20137672
8179	SPU_018272	OG0003509	thioredoxin-like superfamily	Txndc16	thioredoxin domain containing 16	XP_006824611
8180	SPU_018280	OG0008956	RT-like superfamily, RnaseH superfamily, Dam superfamily	Rt11	reverse transcriptase-11	AAM94957.1
8181	SPU_018281	OG0011137	PXA superfamily, PX superfamily, nexin_C superfamily	Snx19	sorting nexin 19	AAK73124.1
8182	SPU_018282	OG0001898	Ras oncogene	Rab20_1	RAS-Related Protein RAB-20	AF288677
8183	SPU_018284	OG0010536	NA	Hypp_2379	hypothetical protein-2379	CAK82029.1
8184	SPU_018285	OG0000040	NA	NA	NA	NA
8185	SPU_018287	OG0008986	PPDK_N superfamily, PEP_utilizers superfamily	Peps	phosphoenolpyruvate synthase; pyruvate, water dikinase	YP_001131774.1
8186	SPU_018290	OG0007466	DUF6 superfamily	Slc35f1	solute carrier family 35, member F1	XP_527490.2
8187	SPU_018291	OG0004411	RhoGEF	Fbox/RhoGEF	NA	NM_172366
8188	SPU_018300	OG0001804	NA	Cep135	centrosomal protein 135	EDL37907.1
8189	SPU_018304	OG0004858	La superfamily, RRM superfamily, RRM_3 superfamily	Larp7	La ribonucleoprotein domain family, member 7	EAX06284.1
8190	SPU_018306	OG0005004	NA	NA	NA	NA
8191	SPU_018308	OG0010824	NA	MterfL	mitochondrial transcription termination factor-like	XP_001252879.1
8192	SPU_018312	OG0011744	7TM GPCR_2 superfamily	Crhr1	corticotropin releasing hormone receptor 1	NP_004373.2
8193	SPU_018314	OG0006342	GPCR	Cctn/Cctngrpr	NA	BAA92816
8194	SPU_018318	OG0009224	NA	Rpl13	ribosomal protein L13 	NP_000968
8195	SPU_018319	OG0000729	NA	C4orf29L_1	chromosome 4 open reading frame 29 (human) homolog	XP_003899228
8196	SPU_018321	OG0009702	NA	Tor1A	torsin A 	NP_000104 
8197	SPU_018323	OG0007183	REM superfamily, RasGEF superfamily	Rapgef1	Rap guanine nucleotide exchange factor (GEF) 1	AAI29882.1
8198	SPU_018324	OG0003675	NA	NA	NA	NA
8199	SPU_018326	OG0009514	NA	Clip170ph	restin	NA
8200	SPU_018328	OG0005509	NA	Znhit6	zinc finger, HIT type 6	EDL82404.1
8201	SPU_018330	OG0001398	NA	Commd8	COMM domain containing 8	NP_060315 
8202	SPU_018331	OG0001843	NA	Transaa_1	amino acid transporter family	26451454
8203	SPU_018333	OG0007239	RGS	Rgs3	regulator of G-protein signaling	AAM94022.1
8204	SPU_018335	OG0003542	SNF2	Iswi	Imitation SWI, chromatin-remodeling complex ATPase chain Iswi, Smarca1/5-like	XP_005102157
8205	SPU_018337	OG0003894	NA	Ift74	intraflagellar transport 74 homolog (Chlamydomonas)	NP_001007002.1
8206	SPU_018340	OG0011940	PRK11462 superfamily	Mfsd2	major facilitator superfamily domain containing 2	AAI49728.1
8207	SPU_018342	OG0009709	ABC	Abcb6	NA	NA
8208	SPU_018343	OG0001285	DHC_N2 superfamily	Dnah7_4	dynein, axonemal, heavy chain 7  (partial duplicate), Dnah7	XP_011664268
8209	SPU_018344	OG0000032	NA	NA	NA	NA
8210	SPU_018348	OG0003036	CASPR	CasprL	NA	NP_054860.1
8211	SPU_018351	OG0000838	homeobox-PRD	PaxB	paired box B, suPaxB	NP_571715
8212	SPU_018353	OG0001713	PAPSS	Papss_1	3'phosphoadenosine 5'phosphosulfate synthase, PAPS synthase, PAPS syntethase	UUNPASY
8213	SPU_018355	OG0006517	nuclear hormone receptor	Nr2dbd	nuclear receptor with 2 DNA-binding domains, Hypp_142	XP_002582074
8214	SPU_018362	OG0000197	DUF1759 superfamily, RT-like superfamily, peptidase_A17 superfamily, rve superfamily	PppL_120	pol polyprotein like-120	XP_001919557.1
8215	SPU_018366	OG0010497	nuclear receptor	E78b	ecdysone-induced protein 78C (Drosophila)-like (partial), NR1 family-like, Rara	XP_006823929
8216	SPU_018367	OG0004183	NA	Bxdc2	BRIX	NP_060791
8217	SPU_018369	OG0006712	Arp2/3 complex	Arp2/3cs3	NA	NA
8218	SPU_018370	OG0005400	NA	NA	NA	NA
8219	SPU_018372	OG0005840	CYP2	Cyp2L35	Cytochrome P450 Family 2 like, CYP2	34098959
8220	SPU_018375	OG0002350	NIMA related kinase	Nek10	NimA-related protein kinase 10	XP_542757
8221	SPU_018377	OG0003342	TB2_DP1_HVA22 superfamily	Reep5	receptor accessory protein 5	EDK97085.1
8222	SPU_018378	OG0006654	kinesin	Krp85	kinesin-II 85 kDa subunit,  kinesin family member 3A-like	XP_003498529
8223	SPU_018381	OG0011444	Huntingtin	Hunt(C terminal)	IT-15	XM_790458
8224	SPU_018383	OG0002097	AdoMet_MTase superfamily	Gr	glyoxylate reductase (bacterial); lactate dehydrogenase-like oxidoreductase; gluconate 2-dehydrogenase	ACS25577.1
8225	SPU_018385	OG0003024	NA	NA	NA	NA
8226	SPU_018389	OG0007572	NA	Hypp_2383	hypothetical protein-2383	NA
8227	SPU_018390	OG0004387	VPS9 superfamily	Vps9d1	VPS9 domain containing 1, C16orf7L	 \tXP_006812406
8228	SPU_018392	OG0011109	T-box	Tbx20_1	T-box 20	NP_919239.1
8229	SPU_018393	OG0005971	zf-C2H2	Scratch	scratch homolog zinc finger protein, Scratch1, Scrt	CAG03892
8230	SPU_018394	OG0010982	metalloprotease	Osgep	O-sialoglycoprotein endopeptidase, Osgepl1L	XP_002112040
8231	SPU_018397	OG0007068	NA	Lkap	limkain b1	AAI37171.1
8232	SPU_018399	OG0011978	NA	Hypp_2384	hypothetical protein-2384	XP_001921368.1
8233	SPU_018400	OG0009547	AlaDh_PTN_N superfamily, PTNB superfamily	Nnt	nicotinamide nucleotide transhydrogenase	NP_892022.2
8234	SPU_018402	OG0006253	NA	Hypp2385	hypothetical protein-2385, Hypp_2385	XP_011675582
8235	SPU_018403	OG0008405	NA	Hypp3152	hypothetical protein 3152	XP_799857
8236	SPU_018405	OG0006411	NA	Hypp2386	hypothetical protein-2386, Hypp_2386	XP_003725267
8237	SPU_018406	OG0001847	NA	Hypp2998	hypothetical protein 2998, glycine rich; Hypp_2998, Hypp_2999	 \tXP_003725268
8238	SPU_018408	OG0004021	NA	P16	P16 biomineralization protein, SpP16	NP_999811
8239	SPU_018412	OG0003844	NA	NA	NA	NA
8240	SPU_018413	OG0002628	UBQ superfamily, LRR_RI superfamily	Lrr_2	leucine-rich repeat domain protein (fungi)-like	ZP_02733950.1
8241	SPU_018414	OG0007492	SANT superfamily	Hypp_914	hypothetical protein-914; B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB-like; BDP1 protein-like	EEA48716.1
8242	SPU_018417	OG0003259	NA	Gramd4	GRAM domain containing 4; death-inducing protein	EAW73435.1
8243	SPU_018418	OG0010817	PKc-like superfamily	SlobL	Slowpoke binding protein (Drosophila)-like	XP_006820323
8244	SPU_018419	OG0004095	RIIa superfamily, CAP_ED superfamily	Prkar2a	protein kinase, cAMP dependent regulatory, type II	EDL21312.1
8245	SPU_018428	OG0006844	SANT superfamily, ZZ superfamily	Zzz3L	zinc finger, ZZ-type containing 3-like	CAE45870.1
8246	SPU_018430	OG0000939	SRCR	Srcr143	NA	NA
8247	SPU_018433	OG0000665	Sodium:solute symporter	Slc5a9L3	solute carrier family 5 (sodium/glucose cotransporter), member 9-like, Slc5a9_3	XP_003726324
8248	SPU_018434	OG0010974	NA	Vps25	vacuolar protein sorting 25	NP_115729 
8249	SPU_018435	OG0002116	NA	NA	NA	NA
8250	SPU_018438	OG0005057	WD40 superfamily, DUF1900 superfamily	Coro7	coronin 7	NP_084481.3
8251	SPU_018439	OG0005547	NA	Commd5	COMM domain containing 5	NP_054785  
8252	SPU_018440	OG0002456	NA	Snd1	staphylococcal nuclease domain containing 1	NP_055205
8253	SPU_018444	OG0001694	NA	Kcnj12	ATP-sensitive inward rectifier potassium channel 12 (Potassium channel, inwardly rectifying subfamily J member 12) (Inward rectifier K(+) channel Kir2.2) (IRK2)	1708555
8254	SPU_018447	OG0010042	TTL superfamily	Ttl13	tubulin tyrosine ligase-like family, member 13-like	CAM84334.1
8255	SPU_018450	OG0003201	NA	NA	NA	NA
8256	SPU_018452	OG0007294	semaphorin	Sema6_1	NA	NA
8257	SPU_018457	OG0006945	Psf3	Psf3	NA	NP073607
8258	SPU_018458	OG0008198	pseudoU_synthase superfamily	Rpusd2	RNA pseudouridylate synthase domain containing 2	AAI17829.1
8259	SPU_018460	OG0002214	RT-like superfamily	Endrvt98	endonuclease-reverse transcriptase-98	CAJ00235.1
8260	SPU_018463	OG0002583	NA	Lrrd1L_1	leucine rich repeats and death domain containing 1-like (partial duplicate), Hypp_2388	 \tXP_003725942
8261	SPU_018466	OG0011891	NA	AkrL	Alcohol dehydrogenase [NADP+] (Aldehyde reductase) (Aldo-keto reductase family 1 member A1) (3-DG-reducing enzyme)	1703237
8262	SPU_018468	OG0005933	CYP2	Cyp2L36	Cytochrome P450 Family 2 like, CYP2	41055955
8263	SPU_018471	OG0005569	NA	Kcnt1	potassium channel, subfamily T, member 1	57160716
8264	SPU_018472	OG0005377	M10 peptidase	Mmp1/3L1	matrix metalloproteinase 3, stromelysin-1, transin-1	 AAH06725
8265	SPU_018474	OG0002872	NA	NA	NA	NA
8266	SPU_018475	OG0001932	adhesion receptor	Fn3/Igf_5	NA	NA
8267	SPU_018476	OG0000329	adhesion protein	Fn3f_56	NA	NA
8268	SPU_018478	OG0011016	periplasmic_binding_protein Type 1 superfamily, NCD3G superfamily, 7TM GPCR_3 superfamily, Sds3 superfamily	Grm8	glutamate receptor, metabotropic 8	AAA68149.1
8269	SPU_018481	OG0005549	RnasePH superfamily, RNase_PH_C superfamily	Exosc7	exosome component 7	EDL09072.1
8270	SPU_018482	OG0002423	NA	NA	NA	NA
8271	SPU_018483	OG0001475	Ets	Erg	v-ets oncogene related (Erg)-like, Friend leukemia integration 1 (Fli1)-like	NP_001161529
8272	SPU_018485	OG0005966	sulfotransfer_2 superfamily	Chst11	carbohydrate sulfotransferase 11; chondroitin 4-sulfotranseferase	EDL21380.1
8273	SPU_018490	OG0007919	NA	Guf1	GUF1 GTPase Homolog	BC036768
8274	SPU_018492	OG0011449	NA	YjeFk	YjeF family, predicted small-molecule kinase with P-loop	26996833
8275	SPU_018495	OG0007253	NA	NA	NA	NA
8276	SPU_018496	OG0001415	NA	NA	NA	NA
8277	SPU_018497	OG0007248	NA	NA	NA	NA
8278	SPU_018498	OG0002653	RhoGEF	Als2_1	Alsin 2, amyotrophic lateral sclerosis 2	BC031479
8279	SPU_018500	OG0001038	NA	Dynamnp50ph	dynamitin, p50	NA
8280	SPU_018508	OG0002484	SRCR	Srcr144	NA	NA
8281	SPU_018510	OG0011225	NA	NA	NA	NA
8282	SPU_018512	OG0001807	cullin	Anapc2	APC2, anaphase promoting complex subunit 2	NA
8283	SPU_018516	OG0011227	SRCR superfamily, WSC superfamily, CCP superfamily	Prss12L_2	protease, serine, 12 (neurotrypsin, motopsin)-2; neurotrypsin-like-2	AAW57542.1
8284	SPU_018518	OG0001394	NA	Nmral1	NmrA-like family domain containing 1	AAH30039.1
8285	SPU_018522	OG0005251	NA	Slc16a14_4	solute carrier family 16 (monocarboxylic acid transporters), member 14	41327156
8286	SPU_018524	OG0011265	PKc-like superfamily	APH	aminoglycoside phosphotransferase (bacterial)-like	YP_001755878.1
8287	SPU_018528	OG0011936	NA	NA	NA	NA
8288	SPU_018529	OG0009226	NA	NA	NA	NA
8289	SPU_018530	OG0002407	CTBP	Ctbp	NA	AAH84082.1
8290	SPU_018533	OG0010699	kinesin	Kif26	KIF26B protein [Homo sapiens]	AAH35896
8291	SPU_018535	OG0004153	NA	Crnkl1	crooked neck-like 1 protein 	NP_057736
8292	SPU_018536	OG0008051	BAH superfamily	Bahd1	bromo adjacent homology domain containing 1	CAD38779.1
8293	SPU_018537	OG0006959	NA	C20orf26L	human chromosome 20 open reading frame 26-like; flagellar associated protein-like	CAI19157.1
8294	SPU_018541	OG0000414	7TM GPCR_1 superfamily	Gpr1L_8	G protein-coupled receptor 1-like-8	ACI96343.1
8295	SPU_018542	OG0006233	NA	Sdr	short-chain dehydrogenease/reductase	19335710
8296	SPU_018544	OG0008086	MFS superfamily	Mfsd4	major facilitator superfamily domain containing 4	BAC30158.1
8297	SPU_018545	OG0011901	NA	Acox1_2	Acyl-coenzyme A oxidase 1, peroxisomal (Palmitoyl-CoA oxidase) (AOX) [Contains: Acyl-CoA oxidase 1 peroxisomal, A chain; Acyl-CoA oxidase 1 peroxisomal, B chain; Acyl-CoA oxidase 1 peroxisomal, C chain]	115565
8298	SPU_018546	OG0002566	UBQ superfamily	Aspscr1	alveolar soft part sarcoma chromosome region, candidate 1	EDL34786.1
8299	SPU_018548	OG0012498	NA	NA	NA	NA
8300	SPU_018549	OG0005591	DUF2428 superfamily	Thada	thyroid adenoma associated; death receptor interacting/3p fusion protein	AAO46787.1
8301	SPU_018551	OG0004501	PX_domain superfamily	Zcchc2	zinc finger, CCHC domain containing 2	NP_060212.4
8302	SPU_018555	OG0009823	cullin	Cul4_2	cullin 4	NA
8303	SPU_018556	OG0004363	peroxisome biogenesis factor 1	Pex1	PEX1	XM_791996
8304	SPU_018557	OG0010005	Glyco_transf_29 superfamily	St6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	NP_990564.1
8305	SPU_018562	OG0011907	AdoMet_MTase superfamily	Hypp_2391	hypothetical protein-2391; methyltransferase (bacterial)-like	BAF88917.1
8306	SPU_018563	OG0011814	NA	Slc16a14_5	solute carrier family 16 (monocarboxylic acid transporters), member 14	41281606
8307	SPU_018566	OG0004638	NA	Hypp_917	hypothetical protein-917	EAW82527.1
8308	SPU_018570	OG0010634	chloride channel calcium activated	Clca_10	NA	NP_001276
8309	SPU_018576	OG0009205	NA	Gatad1	GATA zinc finger domain containing 1	EDL14611.1
8310	SPU_018577	OG0004438	NA	NA	NA	NA
8311	SPU_018581	OG0002300	NA	Dach1	dachshund (dac) homolog (partial)	XP_002427868
8312	SPU_018582	OG0007949	dynein 2 light intermediate chain	Dyn2_lic	NA	XP_794270.1
8313	SPU_018584	OG0004263	NA	Ccdc74L	coiled-coil domain containing 74-like, Hypp_2392	XP_002738483
8314	SPU_018585	OG0011298	NA	C9orf125L	human chromosome 9 open reading frame 125-like	AAI13968.1
8315	SPU_018587	OG0003716	NA	Dcdc5	doublecortin domain containing 5	AAI56943.1
8316	SPU_018595	OG0004197	NA	Tgfbrap1	transforming growth factor, beta receptor associated protein 1	BAE34997.1
8317	SPU_018596	OG0006468	WD40 superfamily	Vprbp	Vpr (HIV-1) binding protein; HIV-1 Vpr-binding protein	AAG27134.1
8318	SPU_018597	OG0010101	PCI superfamily	Psmd6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6; 26S proteasome non-ATPase regulatory subunit 6	NP_055629.1
8319	SPU_018598	OG0009163	NA	Ubc13	UBE2N	Q9EQX9
